LANGUAGE,언어,language,,,,,,,,모국어,,,,,,,
LAST_NAME,성-이름,last name,family name,last-name,family-name,lastname,familyname,,,이름-성,姓,성,,,,,
FIRST_NAME,이름-이름,first name,given name,first-name,firstname,givenname,,,,이름,이름 성은 제외,,,,,,
MIDDLE_NAME,middle name,additional name,,,,,,,,,,,,,,
AGE,나이,age,,,,,,,,,,,,,,,
TIME_ZONE,시간대,time zone,GMT,,,,,,,,,,,,,,
WEIGHT,몸무게,weight,,,,,,,,,,,,,,,
HEIGHT,키,height,,,,,,,,,,,,,,,
GENDER,성별,gender,,,,,,,,,,,,,,,
MALE,남자,man,남
FEMALE,여자,woman,여
NATIONALITY,국적,nationality,,,,,,,,,,,,,,,
BIRTH_PLACE,태어난도시,birth place,태어난곳,,,,,,,출생지,,,,,,,
BIRTH_YEAR,출생연,출생년,태어난 해,birthyear,생년,
BIRTH_MONTH,생월,
BIRTH_DAY,생일,birth date,birthdate,birthday,,,,,,,,,
BIRTH_INFO,생년월일
YEAR,년도,연도,연,년,year
MONTH,월,month
DAY,일,day,date
EMAIL,이메일,email,gmail,e-mail,email address,e-mail address,gmail address,메일주소,edit email,이메일 주소,,,,,,,
PHONE_NUMBER,전화번호,phone number,mobile number,phone1,phone2,phone,mobileno,usertel,callnum,전화,핸드폰 번호,휴대폰번호,휴대폰,핸드폰,폰번호,"REGEX://\s*(?:\+(\d{1,2}))?[- (]*(\d{2,3})[- )]*(\d{3,4})[- ]*(\d{4})\s*$",
SELF_DESCRIPTION,자기소개,introduction,,,,,,,,기타,한줄 소개,,,,,
FAX,팩스,fax,,,,,,,,,,,,,,,
NICKNAME,별칭,nickname,nick,,,,,,,다른이름,닉네임,별명,nic,,,,
HOMEPAGE,홈페이지,home page,url,website,,,,,,웹사이트,,,,,,,
INSTAGRAM_ACCOUNT,인스타그램계정,instagram account,naver account,,,인스타계정,네이버계정,,,,,,
GOOGLE_ACC,구글계정,google account,gmail,,,,,
FACEBOOK_ACC,facebook account,,페이스북계정,페북계정,,,이메일 또는 휴대폰
KAKAOTALK_ACC,카카오계정,kakao account,kakao talk account,카카오톡,카카오 회원번호,
CREDIT_CARD,크레딧카드,credit card,,,,,,,,credit card,,,,,,,
